id,date,sumsshr,sumgsr,hr1maxicsr,avgta,avgpa,avgps
1480,2021-01-21,6.1,10.76,2.09,8.9,1014.6,1023.1
1481,2021-01-22,0,1.9,0.65,10.1,1009,1017.4
1482,2021-01-23,0,1.58,0.32,10.4,1008.6,1017.1
1483,2021-01-24,0.7,4.53,1.29,9.2,1015.2,1023.7
1484,2021-01-25,5.4,10.98,2.14,9.3,1016.7,1025.2
1485,2021-01-26,0,2.06,0.33,7.7,1008.7,1017.2
1486,2021-01-27,,,,7.4,1011.4,1019.9
1487,2021-01-28,6.4,9.17,1.58,4.4,1005.6,1014.2
1488,2021-01-29,9.9,15.41,2.46,-2.6,1013.9,1022.8
1489,2021-01-30,8,12.95,2.01,3.1,1016.9,1025.7
1490,2021-01-31,9.7,14.56,2.34,8.7,1018.8,1027.4
1491,2021-02-01,0,2.04,0.44,10,1007.1,1015.5
1492,2021-02-02,9.8,16.43,2.57,2.3,1012.7,1021.4
1493,2021-02-03,9.9,16.23,2.56,0.7,1016.1,1024.9
1494,2021-02-04,9.9,15.98,2.54,5.1,1014.5,1023.2
1495,2021-02-05,5,11.23,2.26,5.3,1012,1020.7
1496,2021-02-06,9.8,15.42,2.43,9.5,1007,1015.4
1497,2021-02-07,9.1,14.57,2.42,10.1,1009.3,1017.7
1498,2021-02-08,10.1,17.04,2.65,3.2,1014.6,1023.3
1499,2021-02-09,10.3,17.34,2.66,2.8,1017.2,1026
1500,2021-02-10,9.9,15.68,2.47,6.6,1014.7,1023.3
1501,2021-02-11,4.1,10.98,1.98,8.3,1015.4,1024
1502,2021-02-12,6.7,13.13,2.17,10.7,1014.6,1023.1
1503,2021-02-13,9.9,16.31,2.54,12.6,1014.1,1022.5
1504,2021-02-14,0,3.81,0.6,11.9,1005.9,1014.3
1505,2021-02-15,8.8,16.04,2.6,8.1,998.1,1006.5
1506,2021-02-16,10,17.87,2.72,2,1005.1,1013.8
1507,2021-02-17,10,17.71,2.62,-3.2,1006.2,1015.1
1508,2021-02-18,10.3,18.55,2.78,-2.4,1009.8,1018.7
1509,2021-02-19,10.5,18.91,2.81,4.3,1008.4,1017.1
1510,2021-02-20,9.8,16.6,2.58,11.8,1002.7,1011.1
1511,2021-02-21,10.3,17.81,2.71,14.6,1003.8,1012
1512,2021-02-22,10,16.92,2.61,15.2,1003.5,1011.7
1513,2021-02-23,9.9,17.37,2.61,8.4,1012.8,1021.3
1514,2021-02-24,3.6,12.52,2.17,7.8,1015.2,1023.8
1515,2021-02-25,0.3,5.77,1.15,8.8,1013.6,1022.2
1516,2021-02-26,3.2,11.91,2.49,9.1,1012.7,1021.2
1517,2021-02-27,1.7,7.74,1.85,7.4,1019.8,1028.4
1518,2021-02-28,1.9,11.32,2.13,10.5,1017.1,1025.6
1519,2021-03-01,0,2.84,0.53,12.4,1005.9,1014.2
1520,2021-03-02,1.3,9.96,2.08,4.5,1013.7,1022.4
1521,2021-03-03,9.8,18.67,2.77,6.1,1020.5,1029.2
1522,2021-03-04,0.5,8.09,1.66,9.2,1014.8,1023.3
1523,2021-03-05,3.8,14.02,2.61,12.5,1009.6,1018
1524,2021-03-06,1.8,7.14,1.4,8.1,1017.4,1026
1525,2021-03-07,3.7,11.39,2.04,6.5,1019,1027.6
1526,2021-03-08,6.8,17.01,2.76,8.4,1017.7,1026.2
1527,2021-03-09,7.8,17.52,2.94,9.7,1014.9,1023.4
1528,2021-03-10,10.7,21.16,3.05,10.3,1018.8,1027.4
1529,2021-03-11,8.4,17.8,2.5,11.5,1017,1025.4
1530,2021-03-12,0,2.92,0.5,10,1009.2,1017.7
1531,2021-03-13,10.2,20.4,3.03,10.9,1011.2,1019.7
1532,2021-03-14,10.2,20.18,2.9,12.3,1010,1018.3
1533,2021-03-15,9.4,18.65,2.76,12.9,1008.4,1016.7
1534,2021-03-16,8.6,19.2,2.9,15.2,1003.5,1011.7
1535,2021-03-17,8.7,20.12,3.13,11.4,1009.7,1018.1
1536,2021-03-18,8,21.63,3.16,11.4,1011.3,1019.7
1537,2021-03-19,7.7,20.81,3.14,12.1,1010.7,1019.1
1538,2021-03-20,0,2.28,0.38,10.9,1002.8,1011.2
1539,2021-03-21,7.7,18.94,2.92,10.1,1002.8,1011.2
1540,2021-03-22,11.2,24.46,3.36,8.2,1010.2,1018.7
1541,2021-03-23,11.3,23.23,3.24,10.7,1012.4,1020.9
1542,2021-03-24,7.4,18.48,2.9,12.8,1012,1020.4
1543,2021-03-25,11.4,23.4,3.2,14.7,1011.1,1019.4
1544,2021-03-26,11.1,22.91,3.24,15.8,1012.5,1020.8
1545,2021-03-27,1,6.31,1.28,14.8,1004.7,1012.9
1546,2021-03-28,9.1,21.57,3.33,15.5,994.5,1002.6
1547,2021-03-29,7.5,19.06,2.8,15.1,997.9,1006
1548,2021-03-30,9.5,22.13,3.25,14.5,1002.2,1010.5
1549,2021-03-31,10.7,22.98,3.3,13.9,1006.3,1014.5
1550,2021-04-01,6.2,17.95,3.05,14.3,1010.3,1018.6
1551,2021-04-02,4.3,18.63,3.11,15.7,1011.2,1019.5
1552,2021-04-03,0.4,8.55,2,16.4,1005.1,1013.3
1553,2021-04-04,0,4.88,0.93,10.8,1005,1013.4
1554,2021-04-05,11.8,26.22,3.51,11.1,1012.1,1020.5
1555,2021-04-06,8.3,21.24,3.46,12.8,1010,1018.4
1556,2021-04-07,11.5,25.34,3.35,15.9,1009.4,1017.6
1557,2021-04-08,10.2,23.74,3.28,14,1008.5,1016.8
1558,2021-04-09,9.1,21.95,3.02,12,1016.1,1024.6
1559,2021-04-10,11.7,25.16,3.16,11,1022.3,1030.8
1560,2021-04-11,11.8,26.27,3.45,13.7,1021.4,1029.8
1561,2021-04-12,0,5.02,1.08,14.2,1011.9,1020.2
1562,2021-04-13,8.7,21.22,3.27,16.4,1001.3,1009.5
1563,2021-04-14,9.6,24.82,3.66,10.7,1007.6,1016
1564,2021-04-15,9.7,22,2.96,12.6,1010.2,1018.5
1565,2021-04-16,7.3,22.29,3.32,14.7,1007.8,1016.1
1566,2021-04-17,7.6,21.7,3.28,15.1,1003.8,1012.1
1567,2021-04-18,11.1,25.88,3.34,12,1006,1014.4
1568,2021-04-19,12.1,27.87,3.6,15,1007.1,1015.4
1569,2021-04-20,11.3,25.28,3.36,17.6,1010.6,1018.8
1570,2021-04-21,10.1,24.99,3.38,18.6,1013.1,1021.3
1571,2021-04-22,3.6,17.15,3.5,19.7,1010.8,1018.9
1572,2021-04-23,0.3,13.64,2.38,17,1010.3,1018.5
1573,2021-04-24,9,26.05,3.5,15.7,1010.8,1019
1574,2021-04-25,8.8,24.93,3.53,15.1,1011,1019.3
1575,2021-04-26,12.3,27.92,3.61,13.6,1013.7,1022
1576,2021-04-27,5.5,20.5,3.02,15.1,1010.4,1018.7
1577,2021-04-28,10.9,25.21,3.33,17.1,1006.8,1015
1578,2021-04-29,8.1,22.27,3.45,17.3,997.9,1006
1579,2021-04-30,11.5,27.4,3.52,16.8,995.7,1003.8
1580,2021-05-01,2.8,13.72,2,12.2,995.8,1004
1581,2021-05-02,5.7,18.37,2.57,12.6,1005.9,1014.3
1582,2021-05-03,11.6,28.76,3.65,15.5,1009.5,1017.8
1583,2021-05-04,0.2,7.37,1.49,16.4,1004.1,1012.3
1584,2021-05-05,10.1,26.99,3.66,18.5,1002.6,1010.7
1585,2021-05-06,7,22.25,3.23,17.1,1008.1,1016.2
1586,2021-05-07,5.3,20.96,3.72,17.4,999.4,1007.5
1587,2021-05-08,11.8,27.12,3.35,17,996.7,1004.8
1588,2021-05-09,12.3,29.35,3.58,17.9,1000.1,1008.2
1589,2021-05-10,2.8,15.1,2.76,17.5,1004.2,1012.4
1590,2021-05-11,0,9.47,1.41,16.4,1005.9,1014.1
1591,2021-05-12,5.5,22.7,3.41,18.5,1003.5,1011.6
1592,2021-05-13,9.2,26.78,3.76,19.7,1003.3,1011.4
1593,2021-05-14,10.1,24.95,3.19,19.4,1004,1012.1
1594,2021-05-15,0,3.15,0.55,18.8,999.7,1007.8
1595,2021-05-16,0,2.38,0.37,19.3,995,1003
1596,2021-05-17,0,3.87,0.71,14.7,998.6,1006.8
1597,2021-05-18,0,5.55,0.79,16.1,1001.8,1010
1598,2021-05-19,9.5,26.49,3.51,19.3,1002.5,1010.6
1599,2021-05-20,0,2.63,0.54,16.9,996.1,1004.2
1600,2021-05-21,5.9,20.44,2.83,18.4,996.5,1004.5
1601,2021-05-22,12.5,29.69,3.65,19,1000.4,1008.5
1602,2021-05-23,9.6,26.31,3.18,21.5,1001.1,1009.1
1603,2021-05-24,5.4,15.85,3.52,18.8,998.8,1006.8
1604,2021-05-25,8.2,22.53,3.34,19.9,998.3,1006.3
1605,2021-05-26,2.3,16.57,3.12,17.9,1001.3,1009.4
1606,2021-05-27,3.4,12.26,1.66,16.9,994.1,1002.2
1607,2021-05-28,6,19.28,3.29,17.6,993.5,1001.6
1608,2021-05-29,11.5,29.45,3.62,18.7,997.4,1005.5
1609,2021-05-30,12.5,29.58,3.64,19.8,1001.2,1009.3
1610,2021-05-31,9.6,26.04,3.37,20.3,1003.5,1011.6
1611,2021-06-01,10.8,27.67,3.41,21.2,1005.9,1014
1612,2021-06-02,6.8,21.25,3.12,21.4,1005,1013
1613,2021-06-03,0,2.69,0.36,19.2,995.8,1003.8
1614,2021-06-04,8.3,26.55,3.87,20.7,992.9,1000.8
1615,2021-06-05,10.7,26.68,3.52,20.2,994.8,1002.7
1616,2021-06-06,10,26.87,3.48,20.9,999.8,1007.8
1617,2021-06-07,12.1,28.38,3.53,21.6,1005.2,1013.2
1618,2021-06-08,11.5,28.42,3.52,23,1007,1015
1619,2021-06-09,11.8,28.97,3.56,23.1,1007.4,1015.4
1620,2021-06-10,5.3,19.38,2.98,22.4,1005.4,1013.4
1621,2021-06-11,0,3.15,0.56,20.8,1003.3,1011.4
1622,2021-06-12,0,4.52,0.66,20.9,1003.3,1011.3
1623,2021-06-13,6.4,23.95,3.4,22.8,1000.1,1008
1624,2021-06-14,3.5,18.67,2.74,22.4,998.3,1006.3
1625,2021-06-15,0,4.79,0.76,20.8,995.8,1003.8
1626,2021-06-16,0,8.66,1.42,20,995.6,1003.6
1627,2021-06-17,0.9,13.49,1.94,19.9,997.9,1005.9
1628,2021-06-18,0,8.68,1.35,20,993.5,1001.5
1629,2021-06-19,12.5,30.05,3.65,22.9,992.3,1000.1
1630,2021-06-20,10.8,27.39,3.61,23,993.7,1001.6
1631,2021-06-21,11.4,29.64,3.78,23.9,995.6,1003.5
1632,2021-06-22,8.9,26.02,3.51,21.3,1001.1,1009.1
1633,2021-06-23,5,20.67,3.26,21.1,1002.8,1010.8
1634,2021-06-24,5,20.36,2.64,21.7,1003.4,1011.4
1635,2021-06-25,12.5,28.58,3.58,22.2,1002.7,1010.6
1636,2021-06-26,5.6,19.61,3.42,23,1001.9,1009.9
1637,2021-06-27,11.2,28.44,3.5,23.8,998.9,1006.9
1638,2021-06-28,11,27.46,3.59,24.1,996.4,1004.3
1639,2021-06-29,7.9,24.55,3.32,23.5,997.4,1005.4
1640,2021-06-30,8.1,25.39,3.5,23.9,998.8,1006.7
1641,2021-07-01,8.2,24,3.51,24.8,998,1005.9
1642,2021-07-02,4,18.37,2.31,24.7,1000.2,1008.1
1643,2021-07-03,0,5.1,1.18,22.9,999.8,1007.7
1644,2021-07-04,2.2,14.03,2.99,23.9,997.7,1005.6
1645,2021-07-05,0,5.56,1.01,22.7,1001.5,1009.5
1646,2021-07-06,0,2.49,0.68,23.4,999.7,1007.6
1647,2021-07-07,0.1,3.54,0.87,23.7,999.9,1007.8
1648,2021-07-08,0.4,9.92,1.79,23.7,997.5,1005.4
1649,2021-07-09,2,12.34,1.97,24.4,997.3,1005.2
1650,2021-07-10,4.7,20.42,3.32,25.3,1000.2,1008.1
1651,2021-07-11,8.7,25,3.28,26.2,1002.1,1010
1652,2021-07-12,8.5,25.48,3.63,27.2,1002,1009.9
1653,2021-07-13,7.2,22.97,3.26,27,1003,1010.8
1654,2021-07-14,8.7,23.88,3.08,27.5,1004.6,1012.5
1655,2021-07-15,8.8,23.22,3.47,27.3,1006.4,1014.3
1656,2021-07-16,8.1,24.35,3.43,27,1006.1,1013.9
1657,2021-07-17,2.9,16.7,2.75,25.5,1003.9,1011.8
1658,2021-07-18,2.5,15.49,2.11,26.3,1003.5,1011.4
1659,2021-07-19,1.6,15.14,2,26.8,1004.9,1012.8
1660,2021-07-20,11.3,26.95,3.34,28.4,1005.5,1013.4
1661,2021-07-21,8.4,22.12,3,27.9,1003.8,1011.6
1662,2021-07-22,8.7,22.92,3.17,28,1002.3,1010.2
1663,2021-07-23,9.2,24.79,3.48,27.8,1001,1008.8
1664,2021-07-24,9.9,24.71,3.4,28.1,1000.1,1007.9
1665,2021-07-25,7.5,23.33,3.36,27.9,998.7,1006.5
1666,2021-07-26,10.9,27.65,3.28,28.1,996.6,1004.4
1667,2021-07-27,11.6,28.18,3.49,28.1,994.6,1002.4
1668,2021-07-28,10.2,25.47,3.51,27.9,994.5,1002.3
1669,2021-07-29,11.3,26.68,3.44,28.1,994,1001.7
1670,2021-07-30,11.5,26.09,3.52,27.8,993,1000.7
1671,2021-07-31,4.7,16.87,2.3,28,992.3,1000
1672,2021-08-01,8.6,23.86,3.31,29.1,992.1,999.8
1673,2021-08-02,10.3,25.09,3.38,29,995.2,1002.9
1674,2021-08-03,4.8,18.65,3.39,28,999.7,1007.5
1675,2021-08-04,11.1,26.77,3.4,29.4,1000.3,1008.1
1676,2021-08-05,12.3,27.66,3.43,29.8,997.4,1005.1
1677,2021-08-06,11.6,27.36,3.46,30.4,994.1,1001.8
1678,2021-08-07,8.9,24.16,3.36,29.7,993.8,1001.5
1679,2021-08-08,0,4.91,0.81,25.3,993,1000.8
1680,2021-08-09,4.3,18.41,3.32,26.3,993.6,1001.4
1681,2021-08-10,5,20.45,3.27,26.2,1000.6,1008.5
1682,2021-08-11,3.1,13.63,2.5,26,1002.1,1010
1683,2021-08-12,3.8,17.6,2.37,26.3,1000.7,1008.6
1684,2021-08-13,0,6.2,0.66,25,997,1004.9
1685,2021-08-14,1.3,8.24,1.33,23.6,997.7,1005.6
1686,2021-08-15,5.2,16.08,2.74,24.7,1004.6,1012.5
1687,2021-08-16,7.3,21.02,2.7,25,1004.9,1012.8
1688,2021-08-17,1.8,9.01,1.74,22.8,999.4,1007.4
1689,2021-08-18,0.4,9.32,1.48,23.4,999.8,1007.7
1690,2021-08-19,2.2,13.59,1.69,24.6,1002.2,1010.1
1691,2021-08-20,9.4,23.82,3.27,25.5,1004.5,1012.4
1692,2021-08-21,0,1.29,0.21,23.8,998.9,1006.8
1693,2021-08-22,7.1,18.99,2.57,26.1,1000.1,1008
1694,2021-08-23,0,5.08,0.94,24,1000.2,1008.1
1695,2021-08-24,0,2.11,0.41,25.5,993.9,1001.7
1696,2021-08-25,0.2,5.2,1.61,24.3,999.1,1007
1697,2021-08-26,9.2,23.73,3.4,26.4,1003.8,1011.7
1698,2021-08-27,5.2,16.62,2.71,26.2,1003.8,1011.6
1699,2021-08-28,8.6,23.06,3.23,26.7,1004.3,1012.2
1700,2021-08-29,4.2,14.31,3.07,26.6,1004.2,1012.1
1701,2021-08-30,5.9,19.28,2.92,26.4,1006.1,1014
1702,2021-08-31,2.6,14.94,2.84,26,1005.8,1013.7
1703,2021-09-01,0.3,7.95,1.4,24.9,1000.7,1008.6
1704,2021-09-02,0,6.89,1.26,21.6,1001.1,1009.1
1705,2021-09-03,1.1,11.61,2.02,22.1,1000.1,1008
1706,2021-09-04,1.3,12.63,2.04,23,1005.6,1013.6
1707,2021-09-05,1,9.87,2.09,22.7,1008.6,1016.7
1708,2021-09-06,1.1,12.02,1.95,23.1,1007.8,1015.8
1709,2021-09-07,0.8,9.92,2.7,24.5,1000.9,1008.8
1710,2021-09-08,4,17.04,2.5,24.4,1000.9,1008.7
1711,2021-09-09,5.3,18.81,2.77,24.2,1004.9,1012.8
1712,2021-09-10,0.3,7.11,1.31,22.8,1005,1013
1713,2021-09-11,11.3,23.56,3.19,24.9,1003.6,1011.5
1714,2021-09-12,6.7,17.51,2.42,24.9,1004,1012
1715,2021-09-13,0.1,9.89,1.58,23.6,1007.8,1015.8
1716,2021-09-14,0,2.99,0.51,21.5,1005.6,1013.6
1717,2021-09-15,6.1,17.53,2.6,22.9,1005.9,1013.9
1718,2021-09-16,1.1,6.69,1.24,22.7,1003,1011
1719,2021-09-17,0,2.33,0.34,20.3,997.9,1005.9
1720,2021-09-18,6.8,18.13,2.89,22.5,1005,1013.1
1721,2021-09-19,10.5,21.55,3.12,22.7,1006.8,1014.8
1722,2021-09-20,5.2,17.45,3.11,23.1,1004,1012
1723,2021-09-21,0.4,4.62,0.97,23,998.9,1006.8
1724,2021-09-22,,,,23.1,1000.7,1008.6
1725,2021-09-23,10.4,21.82,3.02,22.8,1007.2,1015.2
1726,2021-09-24,6,16.89,3.13,22.1,1012.7,1020.8
1727,2021-09-25,2.8,13.52,2.45,22.1,1012.6,1020.6
1728,2021-09-26,2,12.09,1.73,21.7,1010.6,1018.7
1729,2021-09-27,5.8,16.83,2.82,21.8,1006.6,1014.7
1730,2021-09-28,0.4,9.21,2.18,22.4,1004.1,1012.1
1731,2021-09-29,2.1,12.34,2.45,24.2,1000.1,1008
1732,2021-09-30,2.3,9.14,1.61,22.1,998.9,1006.8
1733,2021-10-01,10.4,20.17,2.91,22.2,999.6,1007.6
1734,2021-10-02,10.3,19.24,2.86,23.3,1004.8,1012.8
1735,2021-10-03,10.4,19.57,2.87,23.5,1011.7,1019.7
1736,2021-10-04,8.9,19.26,2.93,24.5,1012.9,1020.9
1737,2021-10-05,10.3,19.91,2.92,24.4,1012,1020
1738,2021-10-06,8.1,17.76,2.79,23.4,1010.3,1018.3
1739,2021-10-07,10,18.94,2.91,23.4,1007.7,1015.7
1740,2021-10-08,3.5,11.44,1.98,23.3,1010.9,1018.9
1741,2021-10-09,5.1,12.19,2.15,23.7,1012.6,1020.6
1742,2021-10-10,7.9,15.99,2.7,24.9,1009.3,1017.3
1743,2021-10-11,0.1,5.78,1.16,21.1,1009.5,1017.6
1744,2021-10-12,0,6.32,1.41,18.6,1014.4,1022.6
1745,2021-10-13,1.7,11.62,2.45,19.9,1014.3,1022.4
1746,2021-10-14,7.9,14.65,2.12,21.4,1009.8,1017.8
1747,2021-10-15,6.8,15.39,2.57,21.9,1007.3,1015.3
1748,2021-10-16,0,3.27,0.48,14.7,1008.8,1017.1
1749,2021-10-17,10.3,19.4,2.86,10.2,1014.3,1022.8
1750,2021-10-18,10.2,18.62,2.76,13.6,1013.1,1021.5
1751,2021-10-19,7.7,17.09,2.7,14.4,1008.6,1016.8
1752,2021-10-20,7.9,16.45,2.79,13.7,1010.4,1018.8
1753,2021-10-21,0,3.88,0.86,12.6,1008.9,1017.3
1754,2021-10-22,10.2,17.66,2.67,13.2,1010.4,1018.8
1755,2021-10-23,7.5,15.23,2.38,15.1,1017.6,1025.9
1756,2021-10-24,7.1,12.5,2.19,15.8,1015.9,1024.3
1757,2021-10-25,9.3,16.6,2.63,16.7,1011.8,1020
1758,2021-10-26,10,17.32,2.48,15.9,1009.8,1018
1759,2021-10-27,9.5,15.74,2.43,17.1,1008.7,1016.9
1760,2021-10-28,9.6,16.55,2.54,16.9,1012.3,1020.5
1761,2021-10-29,2.7,9.74,1.76,15.9,1015,1023.3
1762,2021-10-30,2.4,9.01,1.52,16.6,1014,1022.2
1763,2021-10-31,10.1,15.92,2.44,17,1013.9,1022.1
1764,2021-11-01,8,13.31,2.25,17,1012.7,1021
1765,2021-11-02,9,15.16,2.47,14.9,1010.5,1018.8
1766,2021-11-03,7.6,14.27,2.44,15,1008.3,1016.6
1767,2021-11-04,8.5,13.81,2.35,15.1,1009.7,1018
1768,2021-11-05,7.2,12.32,2.28,16.5,1011.1,1019.3
1769,2021-11-06,7.8,13.37,2.31,16.7,1010.4,1018.6
1770,2021-11-07,7.1,14.5,2.52,18.2,1010.3,1018.5
1771,2021-11-08,0.2,2.16,0.6,14.1,1002.6,1010.9
1772,2021-11-09,8.3,13.47,2.3,10.1,1001.9,1010.2
1773,2021-11-10,7.2,13.84,2.77,10.2,998.5,1006.8
1774,2021-11-11,6.5,12.16,2.12,10.3,1001.6,1010
1775,2021-11-12,5.5,10.35,2.38,8.8,1007.7,1016.2
1776,2021-11-13,9.9,14.59,2.28,10.1,1010.3,1018.8
1777,2021-11-14,9.5,13.66,2.19,12.9,1010.3,1018.7
1778,2021-11-15,9.5,13.6,2.24,13.3,1012.3,1020.7
1779,2021-11-16,8.4,12.19,2.13,13.1,1014.1,1022.5
1780,2021-11-17,9.2,13.48,2.17,12.5,1013.8,1022.2
1781,2021-11-18,9.3,13.18,2.13,13.2,1010.4,1018.7
1782,2021-11-19,9.5,13.53,2.2,14.5,1009.2,1017.5
1783,2021-11-20,7.5,10.85,1.8,14.8,1011.2,1019.5
1784,2021-11-21,1.8,7.17,1.44,15.2,1007.9,1016.2
1785,2021-11-22,1.8,7.83,1.5,9.9,1003.9,1012.3
1786,2021-11-23,8.1,13.21,2.41,6.2,1007.9,1016.4
1787,2021-11-24,7.7,12.36,2.11,9.3,1009.1,1017.5
1788,2021-11-25,8.4,11.4,2.18,11.7,1008.9,1017.3
1789,2021-11-26,9.5,13.54,2.24,8.9,1016,1024.5
1790,2021-11-27,9.5,13.35,2.2,8.4,1024.1,1032.7
1791,2021-11-28,9.4,13.41,2.17,10.3,1024.4,1033
1792,2021-11-29,9.1,13.16,2.19,11.6,1017.8,1026.3
1793,2021-11-30,0,0.5,0.12,10.9,1003.3,1011.6
1794,2021-12-01,9.3,13.33,2.22,3.9,1009.7,1018.3
1795,2021-12-02,9.4,13.11,2.18,3.8,1010.8,1019.5
1796,2021-12-03,7,10.25,1.91,7.4,1008.4,1017
1797,2021-12-04,8.6,12.13,2.1,5.6,1016.4,1025
1798,2021-12-05,5.2,9.5,2.01,8.3,1019.3,1027.8
1799,2021-12-06,5.3,9.42,1.68,10.8,1016.7,1025.2
1800,2021-12-07,7.4,10.93,2.03,11.4,1017.3,1025.8
1801,2021-12-08,5.6,9.93,1.8,10.2,1022.1,1030.7
1802,2021-12-09,5.2,9.7,1.74,11.9,1019.8,1028.3
1803,2021-12-10,6.3,10.03,2.02,12.6,1015.5,1023.9
1804,2021-12-11,8.4,11.31,1.9,11.8,1015.1,1023.6
1805,2021-12-12,4.9,7.2,1.26,8.6,1012.6,1021.1
1806,2021-12-13,9.2,13.2,2.19,2.3,1015.6,1024.4
1807,2021-12-14,9.1,12.42,2.03,4.4,1013.1,1021.8
1808,2021-12-15,7.1,10.43,1.91,9.4,1012.7,1021.2
1809,2021-12-16,0.1,2.82,0.62,8.8,1008.7,1017.2
1810,2021-12-17,8,11.87,2.13,2.7,1009.8,1018.5
1811,2021-12-18,9.2,12.81,2.11,-1.4,1015.9,1024.8
1812,2021-12-19,8.6,12.17,2.08,4,1012.9,1021.6
1813,2021-12-20,8.6,11.17,1.91,7.9,1010.5,1019
1814,2021-12-21,8.8,11.15,1.95,10.2,1007.7,1016.1
1815,2021-12-22,9.1,11.88,2,9.4,1012.1,1020.6
1816,2021-12-23,8.8,11.28,1.96,8.7,1014,1022.5
1817,2021-12-24,3.4,6.33,1.45,7.7,1010.4,1018.9
1818,2021-12-25,9.2,12.93,2.19,-1.6,1016.1,1024.9
1819,2021-12-26,9.2,13.16,2.21,-5.2,1021.1,1030.2
1820,2021-12-27,9.1,12.59,2.11,-1.8,1020.1,1029
1821,2021-12-28,7.8,11.15,1.97,3.9,1017.9,1026.6
1822,2021-12-29,5.1,9.7,1.93,6.2,1010.8,1019.4
1823,2021-12-30,8.9,12.47,2.13,2.8,1012.9,1021.6
1824,2021-12-31,9.2,12.99,2.18,-0.1,1018.3,1027.1
