id,date,sumsshr,sumgsr,hr1maxicsr,avgta,avgpa,avgps
1080,2019-12-17,2,4.98,1.07,12.8,1006.4,1014.7
1081,2019-12-18,8.2,10.25,1.74,10.4,1010.6,1019
1082,2019-12-19,7.6,11.66,1.98,6.6,1013,1021.6
1083,2019-12-20,7.7,10.37,1.91,5,1019.1,1027.8
1084,2019-12-21,0.1,4.34,0.8,4.3,1017.9,1026.6
1085,2019-12-22,1.2,3.6,0.71,6.5,1011.5,1020.1
1086,2019-12-23,8.6,10.46,1.88,8.2,1011.7,1020.3
1087,2019-12-24,7.9,10.22,1.81,7.7,1016.5,1025.1
1088,2019-12-25,9.1,11.06,1.96,10.7,1013.1,1021.5
1089,2019-12-26,0,2.28,0.63,7.8,1004.9,1013.3
1090,2019-12-27,9.2,12.64,2.08,3.6,1013.4,1022.1
1091,2019-12-28,9.2,12.12,2.03,4.1,1019.5,1028.2
1092,2019-12-29,0,2.66,0.46,6.5,1017.3,1026
1093,2019-12-30,6.7,9.97,1.96,9.6,1012,1020.4
1094,2019-12-31,9.3,13.09,2.18,0.1,1020.6,1029.4
1095,2020-01-01,9.3,12.32,2.05,1.9,1021,1029.8
1096,2020-01-02,9.1,11.17,1.94,4.1,1018.8,1027.5
1097,2020-01-03,9.2,12.09,2.09,5.9,1015.5,1024.1
1098,2020-01-04,8.4,10.85,1.93,5.5,1015.3,1024
1099,2020-01-05,9.2,11.9,2.03,7.4,1020.6,1029.3
1100,2020-01-06,0,1.72,0.31,7.8,1017.8,1026.4
1101,2020-01-07,0,0.7,0.15,14.4,1003.8,1012.1
1102,2020-01-08,9,12.12,2.28,8.8,1003.8,1012.3
1103,2020-01-09,7.6,10.61,1.78,5.3,1012.2,1020.8
1104,2020-01-10,9.2,11.99,2.08,5.9,1012.8,1021.4
1105,2020-01-11,9.1,12.5,2.08,5.9,1008.7,1017.3
1106,2020-01-12,9,12.84,2.15,4.6,1006.6,1015.2
1107,2020-01-13,9.4,12.4,2.16,3.5,1012.3,1021
1108,2020-01-14,1.6,5.87,1.04,2.1,1015,1023.8
1109,2020-01-15,9.3,13.32,2.23,2.4,1017.2,1025.9
1110,2020-01-16,6.1,10.67,2.02,3.8,1015.7,1024.4
1111,2020-01-17,6.8,8.72,1.36,6.4,1011.6,1020.2
1112,2020-01-18,3.2,7.32,1.44,5.3,1009.8,1018.4
1113,2020-01-19,4.6,8.89,2,4.9,1009.8,1018.4
1114,2020-01-20,9.2,12.44,2.09,5.1,1012.8,1021.4
1115,2020-01-21,9.8,14,2.28,5,1019.9,1028.6
1116,2020-01-22,0,1.52,0.26,7.7,1015.4,1023.9
1117,2020-01-23,0,2.34,0.51,8.8,1012.9,1021.4
1118,2020-01-24,8.5,12.13,2.06,10.2,1019.2,1027.7
1119,2020-01-25,0.1,5.12,1.15,9.1,1019.8,1028.3
1120,2020-01-26,3.2,7.48,1.45,9.5,1016.1,1024.6
1121,2020-01-27,0,0.42,0.11,6.7,1006.4,1015
1122,2020-01-28,7,10.18,1.81,8.9,1006.6,1015.1
1123,2020-01-29,3.7,7.33,1.88,8.5,1005.7,1014.2
1124,2020-01-30,4.8,9.77,2.19,7.1,1005,1013.5
1125,2020-01-31,8.4,12.86,2.26,6.3,1010.1,1018.7
1126,2020-02-01,9.7,14.67,2.37,5.6,1014.6,1023.3
1127,2020-02-02,9.7,13.97,2.26,7.1,1015.3,1023.8
1128,2020-02-03,9.7,14.22,2.25,5.6,1015.7,1024.3
1129,2020-02-04,9.9,15.85,2.49,5.2,1015.8,1024.5
1130,2020-02-05,9.8,16.68,2.63,1.8,1018,1026.8
1131,2020-02-06,9.1,15.05,2.5,1.2,1022.4,1031.2
1132,2020-02-07,7.5,13.52,2.43,5,1017.7,1026.4
1133,2020-02-08,10,15.62,2.5,4.1,1015.6,1024.3
1134,2020-02-09,10.2,16.32,2.58,3.8,1014.9,1023.6
1135,2020-02-10,9.4,14.86,2.41,6.3,1015,1023.6
1136,2020-02-11,8.4,11.93,1.93,9.7,1019.4,1027.9
1137,2020-02-12,0,0.81,0.28,11.7,1008.9,1017.3
1138,2020-02-13,10.4,16.29,2.58,11.4,1009.3,1017.7
1139,2020-02-14,9.3,15.83,2.51,12.3,1011.3,1019.7
1140,2020-02-15,5.6,13.51,2.49,12.8,1010.4,1018.7
1141,2020-02-16,6.7,12.79,2.47,7,1001.3,1009.8
1142,2020-02-17,8.5,11.79,1.78,0.1,1006.5,1015.3
1143,2020-02-18,10.5,18.79,2.84,1.2,1015.7,1024.5
1144,2020-02-19,10.3,17.43,2.66,6.1,1019.6,1028.3
1145,2020-02-20,,,2.59,9.3,1023.8,1032.4
1146,2020-02-21,9.7,17.03,2.58,11,1022,1030.5
1147,2020-02-22,10,17.67,2.73,9.5,1014.7,1023.2
1148,2020-02-23,10.5,19.49,2.91,6,1019.5,1028.1
1149,2020-02-24,7.8,16.7,2.81,10.8,1015.3,1023.8
1150,2020-02-25,0,0.47,0.08,9.7,1007.8,1016.2
1151,2020-02-26,1.9,9.6,1.9,9.5,1013.1,1021.6
1152,2020-02-27,2.6,10.89,2.28,6.8,1019.4,1028
1153,2020-02-28,0,2.73,0.53,6.9,1014.9,1023.5
1154,2020-02-29,0.5,8.61,1.26,9.5,1008.6,1017.1
1155,2020-03-01,6.9,15.78,2.97,10.8,1009.4,1017.8
1156,2020-03-02,8.9,18.86,2.92,8.5,1012.5,1021
1157,2020-03-03,3.7,11.58,1.78,8.7,1015.5,1024.1
1158,2020-03-04,8.3,18.55,2.83,7.9,1010.6,1019.1
1159,2020-03-05,10.9,21.06,3.09,5.1,1014.5,1023.2
1160,2020-03-06,10.8,20.32,2.98,8.1,1013.1,1021.6
1161,2020-03-07,0,5.09,1.13,8.2,1009,1017.5
1162,2020-03-08,10.8,20.59,2.99,10.4,1009.8,1018.3
1163,2020-03-09,0,6.66,1.5,11,1005.2,1013.6
1164,2020-03-10,0,,0.46,9.9,996.1,1004.4
1165,2020-03-11,11.3,22.48,3.16,7.8,1007.6,1016.1
1166,2020-03-12,11.1,22.29,3.13,9.5,1013.4,1021.8
1167,2020-03-13,8.3,19.23,2.98,11.6,1010,1018.4
1168,2020-03-14,10.9,23.39,3.28,8.2,1005.3,1013.8
1169,2020-03-15,8.7,18.02,3.03,7.7,1002.3,1010.8
1170,2020-03-16,11.2,22.6,3.01,6.6,1012,1020.6
1171,2020-03-17,10.8,21.48,3.08,11.1,1007.2,1015.6
1172,2020-03-18,11.4,23.07,3.16,12.2,1006.3,1014.7
1173,2020-03-19,11.3,21.04,2.82,12.6,999.4,1007.6
1174,2020-03-20,11.2,22.83,3.2,10.4,1005.9,1014.3
1175,2020-03-21,10.3,20.91,2.98,13.7,1004.6,1012.9
1176,2020-03-22,8.4,19.02,2.91,14.1,1004.1,1012.4
1177,2020-03-23,11.6,23.07,3.16,12.6,1007.8,1016.1
1178,2020-03-24,7.1,16.35,2.42,11.5,1012.4,1020.8
1179,2020-03-25,11.2,22.95,3.19,13,1013.2,1021.5
1180,2020-03-26,0,3.46,0.76,14.5,1008.7,1017
1181,2020-03-27,0,2.68,0.5,13.7,1003,1011.3
1182,2020-03-28,0,8.01,1.22,9.4,1010.4,1018.9
1183,2020-03-29,5.8,17.73,3.1,10.4,1012.7,1021.2
1184,2020-03-30,11.2,21.6,3.03,11.6,1012,1020.5
1185,2020-03-31,10.9,24.17,3.36,12.9,1008.3,1016.6
1186,2020-04-01,4.6,13.11,2.66,12.5,1004,1012.3
1187,2020-04-02,11.1,23.91,3.29,11.5,1012.7,1021.1
1188,2020-04-03,11.1,24.44,3.28,13.8,1010.9,1019.2
1189,2020-04-04,11.5,25.08,3.39,12.8,1008.8,1017.1
1190,2020-04-05,11.8,26.14,3.44,9.7,1012.6,1021.1
1191,2020-04-06,10.3,24.75,3.42,11.7,1011,1019.4
1192,2020-04-07,10.4,23.49,3.23,14.5,1006.1,1014.3
1193,2020-04-08,11.2,25.54,3.38,13.3,1008,1016.3
1194,2020-04-09,11.4,24.42,3.28,11.8,1012.6,1021
1195,2020-04-10,0.1,6.51,0.91,10,1016.7,1025.2
1196,2020-04-11,0.3,11.23,1.86,10.5,1010.9,1019.3
1197,2020-04-12,1.3,7.46,1.38,9,1002.4,1010.8
1198,2020-04-13,5,16.29,2.82,10.1,1003,1011.3
1199,2020-04-14,11.9,27.26,3.57,15.1,1006.9,1015.1
1200,2020-04-15,5.6,19.43,2.93,14.5,1005.8,1014.1
1201,2020-04-16,9.2,22.61,3.21,12.9,1010.6,1019
1202,2020-04-17,0,2.53,0.56,12.2,1006,1014.3
1203,2020-04-18,10,24.87,3.57,13.9,1006.8,1015.1
1204,2020-04-19,0,6.39,1.6,11.8,1005.6,1014
1205,2020-04-20,9.8,23.34,3.09,14,1001.3,1009.6
1206,2020-04-21,10.6,26.99,3.55,12.2,1004.9,1013.3
1207,2020-04-22,11.5,27.26,3.5,9.3,1006.7,1015.1
1208,2020-04-23,12.1,27.83,3.57,10.3,1006.6,1015
1209,2020-04-24,12.2,28.16,3.61,11.1,1007.3,1015.7
1210,2020-04-25,12.1,26.44,3.47,14.8,1004.8,1013
1211,2020-04-26,11.8,27.15,3.63,14.2,1007.9,1016.2
1212,2020-04-27,10.5,24.45,3.6,13.7,1010.7,1019.1
1213,2020-04-28,12.2,27.77,3.53,14.3,1011.4,1019.7
1214,2020-04-29,12.2,27.45,3.48,16.2,1010.6,1018.9
1215,2020-04-30,10.6,27.45,3.57,16.9,1008.8,1017
1216,2020-05-01,11.6,26.87,3.54,19.5,1006.4,1014.5
1217,2020-05-02,5,17.2,2.82,18.7,1004.4,1012.5
1218,2020-05-03,0,3.05,0.49,16.8,999.4,1007.5
1219,2020-05-04,9.7,24.98,3.44,19,999.4,1007.4
1220,2020-05-05,1.9,15.24,2.29,15.9,1003.8,1012
1221,2020-05-06,12.3,28.54,3.61,17.9,1005.1,1013.2
1222,2020-05-07,12.2,29.25,3.67,16.5,1010.4,1018.6
1223,2020-05-08,7.2,23.22,3.22,17.4,1008.1,1016.3
1224,2020-05-09,0,2.08,0.37,16.4,1000.2,1008.4
1225,2020-05-10,6.1,20.27,2.75,17.6,997.7,1005.8
1226,2020-05-11,12.4,29.38,3.64,18.8,999.1,1007.1
1227,2020-05-12,11,27.04,3.53,18.2,996.9,1004.9
1228,2020-05-13,12.4,29.91,3.68,17.9,1006.8,1014.9
1229,2020-05-14,10.2,25.69,3.32,20.1,1008.6,1016.7
1230,2020-05-15,0,2.93,0.44,16.3,1003.1,1011.2
1231,2020-05-16,4.8,21.2,3.68,18.2,998.1,1006.2
1232,2020-05-17,5.3,21.53,3.12,18.2,998.2,1006.3
1233,2020-05-18,0.1,5.89,1.52,17.3,993.3,1001.3
1234,2020-05-19,6.8,18.49,3.31,15.6,991.2,999.3
1235,2020-05-20,9.1,26.99,3.62,15.2,1002.5,1010.8
1236,2020-05-21,3.6,18.58,2.97,14.9,1007.9,1016.2
1237,2020-05-22,8.2,21.69,2.67,15.4,1006.5,1014.7
1238,2020-05-23,10.8,27.93,3.64,16.8,1004.3,1012.5
1239,2020-05-24,5.7,20.49,3.1,19.1,1001.9,1010
1240,2020-05-25,3.1,16.35,2.59,19.4,1002.4,1010.4
1241,2020-05-26,3.6,14.75,2.65,19,999.8,1007.9
1242,2020-05-27,11.1,29.12,3.63,19.4,1000,1008
1243,2020-05-28,12.5,29.4,3.55,19.2,1000.7,1008.8
1244,2020-05-29,12.1,29.03,3.64,19.7,1006.6,1014.7
1245,2020-05-30,2.3,17.47,2.07,20.2,1009.1,1017.2
1246,2020-05-31,4,21.12,3.52,19.6,1004.2,1012.3
1247,2020-06-01,10.6,25.49,3.14,22,1000.4,1008.4
1248,2020-06-02,11.8,29.95,3.67,21.1,999.8,1007.8
1249,2020-06-03,5.9,21.46,3.27,21.3,996.5,1004.4
1250,2020-06-04,10.2,26.55,3.38,22.9,995.8,1003.7
1251,2020-06-05,11,24.7,3.36,22,999.1,1007
1252,2020-06-06,6.9,20.75,2.93,21,1001.3,1009.3
1253,2020-06-07,12.5,29.24,3.58,21.5,1004.2,1012.2
1254,2020-06-08,12.6,29.02,3.52,23.3,1006.8,1014.8
1255,2020-06-09,12.6,29.41,3.57,24,1006.6,1014.6
1256,2020-06-10,10.4,27.47,3.58,24.7,1001.6,1009.5
1257,2020-06-11,1.6,15.73,2.49,22.6,995.4,1003.4
1258,2020-06-12,5.1,20.18,3.44,22.6,997.2,1005.2
1259,2020-06-13,0.3,9.93,2.06,22,997.4,1005.4
1260,2020-06-14,2.5,10.21,2.62,23.3,995.9,1003.8
1261,2020-06-15,12.1,29.16,3.48,23.8,997.6,1005.5
1262,2020-06-16,12.6,29.15,3.62,23.9,997.8,1005.7
1263,2020-06-17,4,18.58,2.52,22.3,997.8,1005.7
1264,2020-06-18,0,3.06,0.53,18.3,994.5,1002.5
1265,2020-06-19,8.3,25.81,3.55,21.8,997.6,1005.6
1266,2020-06-20,9,25.22,3.66,21.2,1002.9,1010.9
1267,2020-06-21,12.4,28.78,3.73,21.2,1000.5,1008.5
1268,2020-06-22,12.6,30.73,3.68,22.8,1001.1,1009.1
1269,2020-06-23,11.4,29.34,3.68,23.8,1001.9,1009.8
1270,2020-06-24,1.9,11.28,1.9,22.6,998.3,1006.3
1271,2020-06-25,0.1,7.02,1.64,22,994.8,1002.7
1272,2020-06-26,11.1,29.26,3.55,23.3,998,1005.9
1273,2020-06-27,5.1,18.51,2.46,23.2,996.5,1004.4
1274,2020-06-28,10,24.62,3.62,24.9,996.1,1003.9
1275,2020-06-29,0,8.53,1.96,21.6,995.6,1003.5
1276,2020-06-30,6.6,21.26,3.26,22,985,992.9
1277,2020-07-01,4.5,19.26,3.52,20.8,996,1004
1278,2020-07-02,4.7,18.43,2.55,21.7,1003.2,1011.2
1279,2020-07-03,0,7.33,0.99,20.6,1002.2,1010.2
1280,2020-07-04,1.5,11.54,2.51,20.4,998.9,1006.9
1281,2020-07-05,6,21.59,2.77,22.2,996.9,1004.8
1282,2020-07-06,0.2,6.11,1.75,22.7,993.8,1001.7
1283,2020-07-07,3.7,18.65,3,22.7,995.7,1003.6
1284,2020-07-08,10.9,25.75,3.13,23.5,996.7,1004.6
1285,2020-07-09,0.4,9.47,2.39,22.2,997.1,1005.1
1286,2020-07-10,1.2,5.8,1.62,22.2,993.5,1001.4
1287,2020-07-11,0.3,8.34,1.28,21.6,999.1,1007.1
1288,2020-07-12,0,4.46,0.68,20.1,1002.6,1010.7
1289,2020-07-13,0,2.19,0.46,18.9,995.3,1003.3
1290,2020-07-14,0,5.91,1.09,19.3,994.9,1002.9
1291,2020-07-15,0,9.01,1.33,19.6,997.8,1005.8
1292,2020-07-16,9.1,25.64,3.41,21.3,999.1,1007.1
1293,2020-07-17,12.2,29.69,3.62,21.8,1001,1009
1294,2020-07-18,2.9,18.17,2.34,22.2,1001.9,1009.9
1295,2020-07-19,0,3.3,0.42,23.2,1000.7,1008.6
1296,2020-07-20,0.3,9.14,1.22,24.9,1000.1,1008
1297,2020-07-21,5.3,21.2,3.1,24.9,1003.2,1011.1
1298,2020-07-22,0,5.74,1.11,22.5,1002.1,1010
1299,2020-07-23,0,3.61,0.71,21.8,999,1006.9
1300,2020-07-24,1.7,14.57,2.93,21.6,990.9,998.8
1301,2020-07-25,1.1,10.47,2.16,21.3,994.6,1002.6
1302,2020-07-26,11,26.98,3.46,23.9,999.8,1007.7
1303,2020-07-27,0,4.23,0.82,22.6,1000.7,1008.6
1304,2020-07-28,0,3.69,0.54,21.9,1003,1011
1305,2020-07-29,0.1,7.94,1.58,23.2,1005.3,1013.2
1306,2020-07-30,2.1,13.13,2.74,24,1006.3,1014.2
1307,2020-07-31,7.7,22.12,3.14,26.1,1005.4,1013.3
1308,2020-08-01,7.1,22.58,3.2,26.9,1003.8,1011.7
1309,2020-08-02,5.6,19.47,2.67,26.8,1002.5,1010.4
1310,2020-08-03,2.5,17.58,3.25,26.9,1002.7,1010.6
1311,2020-08-04,6.7,22.25,3.19,27,1005.1,1013
1312,2020-08-05,2.2,16.43,3.04,26.6,1006,1013.9
1313,2020-08-06,0,5.83,0.87,26.1,1001.1,1009
1314,2020-08-07,0.5,9.06,1.63,25.6,999.1,1007
1315,2020-08-08,0,3.1,0.6,24.9,997,1004.9
1316,2020-08-09,3.4,15.91,2.39,25.8,998.9,1006.8
1317,2020-08-10,1.3,8.05,1.6,25.6,997.3,1005.2
1318,2020-08-11,5.7,15.58,3.31,26.2,1003.1,1010.9
1319,2020-08-12,1.8,6.48,1.69,25.9,1005.2,1013.1
1320,2020-08-13,9.9,24.4,3.27,27.6,1002.8,1010.6
1321,2020-08-14,11.2,25.7,3.37,27.9,999.8,1007.7
1322,2020-08-15,12.2,25.64,3.35,28.1,1001.3,1009.2
1323,2020-08-16,12.2,26.31,3.34,28.2,1002.9,1010.8
1324,2020-08-17,12.1,25.7,3.36,28.4,1004.6,1012.4
1325,2020-08-18,12.1,25.59,3.34,28.7,1003.6,1011.5
1326,2020-08-19,12.2,26.45,3.38,29.1,1001.7,1009.5
1327,2020-08-20,12.1,25.56,3.29,29.4,1003.3,1011.1
1328,2020-08-21,10.9,24.73,3.26,26.7,1006,1013.9
1329,2020-08-22,6.8,22.03,3.2,27,1004.1,1012
1330,2020-08-23,8.9,21.47,3.14,27.1,1000,1007.9
1331,2020-08-24,11.5,25.27,3.32,28,997.9,1005.7
1332,2020-08-25,10.7,23.7,3.2,29.3,997.3,1005.1
1333,2020-08-26,1.5,13.8,2.22,28.7,996.3,1004
1334,2020-08-27,0.1,6.58,1.56,26.2,997.6,1005.4
1335,2020-08-28,5,19.95,3.4,26.9,1000.2,1008.1
1336,2020-08-29,7.5,20.74,2.77,27.5,1001.8,1009.7
1337,2020-08-30,9,22.89,3.25,28.5,1002.7,1010.5
1338,2020-08-31,3.3,13.84,2.33,26.2,1003.8,1011.7
1339,2020-09-01,2.3,12.88,2.17,26.4,1000.6,1008.4
1340,2020-09-02,0,6.85,1.46,26.8,989.1,996.9
1341,2020-09-03,7.7,20.69,3.22,25.9,989.1,996.9
1342,2020-09-04,11.2,24.64,3.33,24.4,1005,1012.9
1343,2020-09-05,0,2.47,0.51,19.9,1005.1,1013.2
1344,2020-09-06,0,4.55,0.69,20.9,995.4,1003.4
1345,2020-09-07,0.4,4.64,0.73,22.9,981.1,988.9
1346,2020-09-08,8.5,20.71,3.05,24.3,1003.5,1011.4
1347,2020-09-09,5.2,15.6,2.97,24,1002.5,1010.4
1348,2020-09-10,7.9,20.53,3.03,24,1000.9,1008.9
1349,2020-09-11,0.5,7.65,1.65,22.8,1004.6,1012.6
1350,2020-09-12,3.3,14.05,3,21.7,1004.3,1012.3
1351,2020-09-13,2.1,10.46,2.85,20.2,1007,1015.1
1352,2020-09-14,7.6,20.41,3.23,21.9,1005.7,1013.7
1353,2020-09-15,9,21.51,3.13,23.3,1004.7,1012.7
1354,2020-09-16,0.1,5.83,1.01,22.6,1001.7,1009.7
1355,2020-09-17,0,4.18,0.85,21,1001.9,1009.9
1356,2020-09-18,0.1,8.12,1.27,19.5,1005.3,1013.4
1357,2020-09-19,9.4,19.54,2.8,21.6,1007.5,1015.5
1358,2020-09-20,11.6,23.24,3.18,21.5,1007.6,1015.6
1359,2020-09-21,10.6,19.58,2.66,20,1008.9,1017
1360,2020-09-22,6.5,15.64,2.28,19.5,1008.4,1016.5
1361,2020-09-23,1.2,10.7,1.68,20.2,1007,1015.1
1362,2020-09-24,5,15.45,2.41,21.2,1004.2,1012.2
1363,2020-09-25,6.9,15.67,2.26,21.3,1001.8,1009.8
1364,2020-09-26,7.7,17.39,2.8,20.5,1005.7,1013.7
1365,2020-09-27,6.6,15.89,3.01,20,1009,1017.1
1366,2020-09-28,11.1,21.33,3.07,19.4,1007.8,1015.9
1367,2020-09-29,10,20.2,2.98,20.1,1002.2,1010.2
1368,2020-09-30,7.1,16.96,2.55,20.3,1001.4,1009.4
1369,2020-10-01,9.6,18.48,2.81,20,1005.4,1013.5
1370,2020-10-02,10.2,20.16,2.92,21.1,1006.7,1014.7
1371,2020-10-03,4.5,14.32,2.48,22.1,1006.1,1014.1
1372,2020-10-04,2.3,12.98,2.36,21.5,1002.4,1010.4
1373,2020-10-05,10.7,21.43,3.04,17.2,1006.4,1014.6
1374,2020-10-06,10.5,20.05,2.86,17.5,1011.7,1019.9
1375,2020-10-07,10.1,20.19,2.93,19.1,1014.7,1022.8
1376,2020-10-08,6.4,15.88,2.59,18.7,1014.7,1022.9
1377,2020-10-09,5.2,14.92,2.73,19.1,1011.6,1019.7
1378,2020-10-10,0,8,1.61,18,1009.2,1017.4
1379,2020-10-11,0.2,8.41,1.69,17.7,1006.9,1015.1
1380,2020-10-12,9.5,18.41,2.71,18.9,1005.4,1013.5
1381,2020-10-13,7.4,17.03,2.83,17.8,1009.7,1017.9
1382,2020-10-14,6.3,13.76,2.35,16.9,1014.1,1022.3
1383,2020-10-15,7.3,16.2,2.63,17.2,1014.3,1022.5
1384,2020-10-16,0,3.98,0.78,16.3,1013.5,1021.8
1385,2020-10-17,10,17.52,2.59,17,1013.1,1021.4
1386,2020-10-18,9.5,17,2.67,17.2,1013.6,1021.9
1387,2020-10-19,10.1,17.63,2.64,17.5,1014.9,1023.1
1388,2020-10-20,10.1,17.6,2.71,17.7,1016.4,1024.7
1389,2020-10-21,1.2,7.41,1.63,17.3,1010.1,1018.3
1390,2020-10-22,0,3.73,0.74,15.3,1002.7,1010.9
1391,2020-10-23,10.3,18.26,2.74,12.7,1003.3,1011.6
1392,2020-10-24,10.3,17.89,2.7,12,1007.6,1016
1393,2020-10-25,9.6,17.09,2.68,14.6,1009.6,1017.9
1394,2020-10-26,10.1,16.34,2.53,15.9,1010,1018.2
1395,2020-10-27,9.8,14.85,2.34,16.7,1011.1,1019.4
1396,2020-10-28,3.9,9.12,1.92,17.3,1011.8,1020
1397,2020-10-29,6.7,13.25,2.49,15.4,1012.9,1021.2
1398,2020-10-30,9.8,15.33,2.29,15,1015.2,1023.6
1399,2020-10-31,8.2,15.22,2.39,15,1016.1,1024.4
1400,2020-11-01,1.1,7.65,1.66,15.7,1011.8,1020.1
1401,2020-11-02,1,5.89,1.27,13.9,1010.4,1018.7
1402,2020-11-03,10,16.46,2.59,9.7,1010,1018.4
1403,2020-11-04,10.1,16.5,2.54,8.7,1014.5,1023
1404,2020-11-05,7.7,13.59,2.58,12,1017.5,1025.9
1405,2020-11-06,2.8,10.71,2.02,17.2,1012.8,1021.1
1406,2020-11-07,4.4,10.33,2.05,17.6,1008.2,1016.3
1407,2020-11-08,9.6,14.6,2.34,14.1,1010.8,1019.1
1408,2020-11-09,10.1,15.73,2.46,9.2,1014.4,1022.9
1409,2020-11-10,9.9,14.87,2.4,11,1017.8,1026.3
1410,2020-11-11,9.9,14.25,2.24,12.5,1022.1,1030.6
1411,2020-11-12,9.8,14.36,2.31,14.3,1020.4,1028.8
1412,2020-11-13,9.7,13.36,2.18,15.6,1018,1026.4
1413,2020-11-14,5.5,10.18,2.1,15.2,1019.8,1028.2
1414,2020-11-15,8.9,13.52,2.17,15.5,1017.4,1025.7
1415,2020-11-16,9.3,13.17,2.24,16.4,1016.4,1024.7
1416,2020-11-17,3.7,9.2,1.79,17.8,1015.9,1024.2
1417,2020-11-18,4.4,9.41,1.65,19.4,1010.6,1018.7
1418,2020-11-19,0,1.24,0.29,19.1,1000.7,1008.8
1419,2020-11-20,8.3,13.08,2.17,12.2,1006.2,1014.6
1420,2020-11-21,1.7,6.09,1.04,10.7,1013.7,1022.1
1421,2020-11-22,0,2.67,0.53,10.8,1011,1019.4
1422,2020-11-23,9.5,13.47,2.18,7.9,1015.3,1023.9
1423,2020-11-24,6.3,11.1,2.1,9.6,1016.6,1025.1
1424,2020-11-25,8.7,12.84,2.16,10.4,1015.3,1023.8
1425,2020-11-26,3.9,7.29,1.65,10.3,1015.7,1024.2
1426,2020-11-27,5.1,10.03,2.04,9.8,1013.5,1022
1427,2020-11-28,7.1,11.27,1.91,5.1,1016.1,1024.7
1428,2020-11-29,9.4,13.04,2.14,4.9,1018.1,1026.7
1429,2020-11-30,9.4,13.14,2.17,5.4,1022.6,1031.3
1430,2020-12-01,8.6,11.95,2.03,6.7,1023,1031.7
1431,2020-12-02,4.2,8.38,1.87,7.9,1018.2,1026.8
1432,2020-12-03,9.2,12.22,2.03,6.3,1017.2,1025.8
1433,2020-12-04,9.1,12.75,2.1,4.3,1017.8,1026.5
1434,2020-12-05,9.3,12.51,2.09,5.7,1019.1,1027.8
1435,2020-12-06,9.2,12.4,2.05,7.4,1017.8,1026.3
1436,2020-12-07,3,6.72,1.06,7.5,1016.7,1025.3
1437,2020-12-08,8.3,11.3,2.01,4.3,1017.4,1026.1
1438,2020-12-09,9.1,12,2.02,6.3,1015.5,1024.1
1439,2020-12-10,1.1,3.5,0.91,7.5,1012.1,1020.7
1440,2020-12-11,7.1,10.42,1.94,9.4,1009.7,1018.1
1441,2020-12-12,7.6,11.27,1.99,7.5,1007.9,1016.4
1442,2020-12-13,7.1,8.99,1.48,6.4,1008,1016.6
1443,2020-12-14,7.3,9.71,1.57,-1.1,1015.7,1024.6
1444,2020-12-15,9.2,12.75,2.13,-2.7,1019,1028
1445,2020-12-16,9.1,12.59,2.1,-2.1,1018.8,1027.8
1446,2020-12-17,9.2,12.57,2.09,-0.5,1019,1027.9
1447,2020-12-18,6.1,9.84,1.81,3,1017.3,1026
1448,2020-12-19,8.6,12.95,2.15,0.7,1018.9,1027.8
1449,2020-12-20,9.1,12.55,2.08,1.9,1020.3,1029.1
1450,2020-12-21,8.7,11.28,1.98,2.5,1018.8,1027.6
1451,2020-12-22,8.9,10.53,1.82,4.5,1016.8,1025.5
1452,2020-12-23,4.5,7.74,1.39,6.1,1014,1022.7
1453,2020-12-24,5.8,9.38,1.93,8.4,1006.8,1015.3
1454,2020-12-25,9.1,12.15,2.03,3.5,1013.1,1021.8
1455,2020-12-26,8.7,11.85,1.99,5.6,1016.1,1024.8
1456,2020-12-27,0.3,4.9,1.03,6.9,1012.9,1021.4
1457,2020-12-28,9.1,11.97,2.04,8.6,1013.4,1021.9
1458,2020-12-29,3.9,8.04,2.01,8.2,1008.2,1016.7
1459,2020-12-30,7.8,12.59,2.19,-3.2,1007.9,1016.8
1460,2021-01-01,8.3,12.03,2.11,0.3,1016.2,1025
1461,2021-01-02,8.8,12.07,2.01,1.3,1017.4,1026.2
1462,2021-01-03,5.4,10.36,2.09,0.1,1022,1030.9
1463,2021-01-04,9,11.69,1.97,3,1020.6,1029.3
1464,2021-01-05,4.2,7.9,1.8,3,1016.5,1025.3
1465,2021-01-06,9,12.24,2.09,-1.7,1013.1,1021.9
1466,2021-01-07,8,12.39,2.22,-6.1,1012.2,1021.2
1467,2021-01-08,9.2,13.48,2.24,-8.2,1012.6,1021.7
1468,2021-01-09,8.8,13.13,2.21,-5.9,1012.8,1021.9
1469,2021-01-10,9.4,13.18,2.18,-2.3,1016.9,1025.8
1470,2021-01-11,1.5,6.65,1.29,0.2,1015.2,1024
1471,2021-01-12,9.1,12.6,2.12,1.4,1009.1,1017.9
1472,2021-01-13,8.4,11.59,2,7.1,1007.7,1016.2
1473,2021-01-14,8.9,12.47,2.14,8.9,1012.4,1020.9
1474,2021-01-15,5,9.25,1.68,11.9,1007.5,1015.9
1475,2021-01-16,9,12.98,2.15,5.7,1010.7,1019.3
1476,2021-01-17,8.9,14.41,2.37,-0.5,1015.8,1024.6
1477,2021-01-18,5.7,8.6,1.86,1.1,1011.6,1020.4
1478,2021-01-19,9.6,13.97,2.28,0.2,1020.7,1029.6
1479,2021-01-20,9.1,13.39,2.21,5.4,1020.2,1028.9
